name,aliases,country,province,lat,lon,Route,URL
Full (or nearly) Wall Routes,(f) Central Wall Area|Upper Town Wall|Index|Skykomish Valley|Central-West Cascades & Seattle|Washington,United States,Washington,47.82384,-121.56581,Green Drag-on,https://www.mountainproject.com/route/106002161/green-drag-on
Cowen Massif,Paradise Valley|Bozeman Area|Southwest Region|Montana,United States,Montana,45.3886,-110.48639,Tensor Flow,https://www.mountainproject.com/route/119355312/tensor-flow
2. Southwest Face,B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.73051,-119.63828,West Buttress,https://www.mountainproject.com/route/121681353/west-buttress
Long Point,Summersville (Gauley River) Area|The New River Gorge Region|West Virginia,United States,West Virginia,38.22643,-80.85637,Chopping Bloc,https://www.mountainproject.com/route/108668551/chopping-bloc
Primordial Buttress,Pangea|Northern BC|British Columbia|North America|International,Canada,British Columbia,53.96178,-129.24535,Disaster Fauna,https://www.mountainproject.com/route/121685769/disaster-fauna
Things Of Beauty (aka Interstate I-70 Towers),Palisade|Grand Junction Area|Colorado,United States,Colorado,39.11998,-108.38179,Mad Dogs and Englishmen,https://www.mountainproject.com/route/106085070/mad-dogs-and-englishmen
Twin Owls,Lumpy Ridge|Estes Park Valley|Colorado,United States,Colorado,40.4029,-105.5188,Autumn Mist,https://www.mountainproject.com/route/105761652/autumn-mist
Leaning Tower,Q. Leaning Tower Area|Valley South Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.71281,-119.64769,Wet Lycra Nightmare,https://www.mountainproject.com/route/122469031/wet-lycra-nightmare
Jötunheim,Middle Peak|Mount Index|Skykomish Valley|Central-West Cascades & Seattle|Washington,United States,Washington,47.77748,-121.57543,Jötnar,https://www.mountainproject.com/route/120300835/jotnar
Cap Trinité,02. Saguenay-Lac-St-Jean|Quebec|North America|International,Canada,Quebec,48.30087,-70.33579,Les Grands Galets (Aid),https://www.mountainproject.com/route/121329588/les-grands-galets-aid
Twin Owls,Lumpy Ridge|Estes Park Valley|Colorado,United States,Colorado,40.4029,-105.5188,Viper,https://www.mountainproject.com/route/105761631/viper
Mt Owen,Grand Teton National Park|Wyoming,United States,Wyoming,43.74701,-110.7973,Serendipity Arete,https://www.mountainproject.com/route/105855267/serendipity-arete
North Tower,Mount Asgard|Baffin Mountains|Baffin Island|Nunavut|North America|International,Canada,Nunavut,66.67115,-65.2723,British/American Route ['Scott Route'],https://www.mountainproject.com/route/119065578/britishamerican-route-scott-route
The Wall,Indian Creek|Southeast Utah|Utah,United States,Utah,38.17139,-109.59666,The Schoolmaster,https://www.mountainproject.com/route/105882449/the-schoolmaster
Red Arch Mountain,Zion National Park|Southwest Utah|Utah,United States,Utah,37.25533,-112.94913,Red Awakening,https://www.mountainproject.com/route/106822386/red-awakening
3. Southeast Face,B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.72954,-119.63438,Neptune,https://www.mountainproject.com/route/120817875/neptune
06. Echo Roof,*Whitehorse Ledge|New Hampshire,United States,New Hampshire,44.05289,-71.16667,Echo Roof,https://www.mountainproject.com/route/123203713/echo-roof
5. South Face,D. Half Dome|Valley South Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.73964,-119.53518,Growing Up,https://www.mountainproject.com/route/113149987/growing-up
J) Snake Buttress,Endless Wall|New River Gorge Proper|The New River Gorge Region|West Virginia,United States,West Virginia,38.05474,-81.05704,Vulcan Block,https://www.mountainproject.com/route/114034126/vulcan-block
A. West Side,Lemon Reservoir|Durango|Colorado,United States,Durango,37.46485,-107.67834,Snakes And Ladders,https://www.mountainproject.com/route/122529629/snakes-and-ladders
North Side,Looking Glass Rock|1. Southern Mountains Region|North Carolina,United States,North Carolina,35.30546,-82.79093,Brain Dead,https://www.mountainproject.com/route/111728962/brain-dead
The Lumber Yard,Flat Hollow|(PMRP) Pendergrass-Murray Recreational Preserve|Red River Gorge|Kentucky,United States,Kentucky,37.64585,-83.72393,Slab RIG,https://www.mountainproject.com/route/123179473/slab-rig
Cathedral Peak,Pasayten Wilderness|Okanogan|Washington,United States,Washington,48.99027,-120.18882,South Face,https://www.mountainproject.com/route/109095893/south-face
1. Northeast Face,Calaveras Dome|Calaveras Domes|Carson Pass Highway (88)|Lake Tahoe|California,United States,California,38.48669,-120.22452,Banzai,https://www.mountainproject.com/route/116380649/banzai
Waimea,*Rumney|New Hampshire,United States,New Hampshire,43.80386,-71.84091,Original Tsunami (Historical),https://www.mountainproject.com/route/107710181/original-tsunami-historical
First Ascent Land,Mount Woodson South|Mount Woodson|North San Diego County|San Diego County|California,United States,California,32.9896,-116.96582,Widows Rears,https://www.mountainproject.com/route/118565317/widows-rears
Temple of Sinawava,Zion National Park|Southwest Utah|Utah,United States,Utah,37.28494,-112.94922,Forbidden Corner,https://www.mountainproject.com/route/106822430/forbidden-corner
South Face - Left Side,(i) South Face|Tahquitz Rock|Tahquitz & Suicide Rocks|California,United States,California,33.75941,-116.68496,Flying Circus,https://www.mountainproject.com/route/121209200/flying-circus
Baron Spire aka Old Smoothie,The Sawtooth Range|Central Idaho|Idaho,United States,Idaho,44.08542,-115.04384,Lawdogs' Lament,https://www.mountainproject.com/route/106240253/lawdogs-lament
Things Of Beauty (aka Interstate I-70 Towers),Palisade|Grand Junction Area|Colorado,United States,Colorado,39.11998,-108.38179,Tom Thumbs Tallywag,https://www.mountainproject.com/route/106085208/tom-thumbs-tallywag
Summit Wall,Lone Peak Cirque|Central Wasatch|Wasatch Range|Utah,United States,Utah,40.52682,-111.75624,Wonderwall,https://www.mountainproject.com/route/106851514/wonderwall
Garnet Canyon Meadows,Garnet Canyon Rock Climbs-Not Disappointment Peak|Grand Teton National Park|Wyoming,United States,Wyoming,43.72535,-110.79416,Crack in the Track,https://www.mountainproject.com/route/117728838/crack-in-the-track
Dead Mans Spires,San Rafael Swell - North|San Rafael Swell|South Central Utah|Utah,United States,Utah,38.96861,-110.76563,Resurrection Spire,https://www.mountainproject.com/route/105718150/resurrection-spire
Things Of Beauty (aka Interstate I-70 Towers),Palisade|Grand Junction Area|Colorado,United States,Colorado,39.11998,-108.38179,Napoleon's Toothpick,https://www.mountainproject.com/route/106085079/napoleons-toothpick
South Whizz Dome,Whizz Domes|Tuolumne Meadows|Yosemite National Park|California,United States,California,37.86966,-119.43991,Golden Age,https://www.mountainproject.com/route/123014052/golden-age
Lower Left Wall / Ventilator Slabs,*Cathedral Ledge|New Hampshire,United States,New Hampshire,44.06236,-71.1652,King Crab (Girdle Traverse of Cathedral Ledge),https://www.mountainproject.com/route/109134435/king-crab-girdle-traverse-of-cathedral-ledge
Duet Area etc,*Cannon Cliff|New Hampshire,United States,New Hampshire,44.15667,-71.68665,Sextet,https://www.mountainproject.com/route/106468861/sextet
Islet In The Sky,Island In The Sky|San Juan County|Southeast Utah|Utah,United States,Utah,38.305,-109.866,Regular Route,https://www.mountainproject.com/route/105717973/regular-route
South Face,Moro Rock (SEKI)|Sequoia & Kings Canyon NP|California,United States,California,36.54045,-118.76417,South Chimney,https://www.mountainproject.com/route/117123117/south-chimney
Main Wall and Right Wall,Allamuchy State Park|a. NorthWest|New Jersey,United States,New Jersey,40.9202,-74.75199,KiloNewton Club,https://www.mountainproject.com/route/115399409/kilonewton-club
Boulder Canyon,Camelback Mountain|**Phoenix Areas|Central Arizona|Arizona,United States,Arizona,33.51753,-111.97314,Barbarian Days,https://www.mountainproject.com/route/115362479/barbarian-days
The Chocolate Factory,Whiskey Mountain|Far Northern Winds|Wind River Range|Wyoming,United States,Wyoming,43.41088,-109.65448,Willy Wonka,https://www.mountainproject.com/route/114784120/willy-wonka
Petrified Wood Tower,San Rafael Canyon - AKA Little Grand Canyon|San Rafael Swell - North|San Rafael Swell|South Central Utah|Utah,United States,Utah,39.08367,-110.72268,Tres Hombres,https://www.mountainproject.com/route/111631116/tres-hombres
i. Triumverate Wall,Mt. Tammany|Delaware Water Gap NRA|a. NorthWest|New Jersey,United States,New Jersey,40.96715,-75.11733,Dougher Direct,https://www.mountainproject.com/route/115789263/dougher-direct
Shabazz Palace,Little Valley|Grand County|Southeast Utah|Utah,United States,Utah,38.62823,-109.6744,Babylon Rave,https://www.mountainproject.com/route/110916910/babylon-rave
(s) Monkey Face,Smith Rock|Central Oregon|Oregon,United States,Oregon,44.37053,-121.14363,West Face Crack (West Face P1),https://www.mountainproject.com/route/122708669/west-face-crack-west-face-p1
Angel's Landing,Zion National Park|Southwest Utah|Utah,United States,Utah,37.2693,-112.94804,Dancin’ With The Devil,https://www.mountainproject.com/route/120132080/dancin-with-the-devil
Rappel Wall Area,Cedar Canyon|Cedar City|Southwest Utah|Utah,United States,Utah,37.61613,-112.9314,Coronered,https://www.mountainproject.com/route/121543379/coronered
Lower Tokopah Dome,Tokopah Valley|Sequoia & Kings Canyon NP|California,United States,California,36.62316,-118.6992,Beauty and the Beast,https://www.mountainproject.com/route/109066966/beauty-and-the-beast
2. Southwest Face,B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.73051,-119.63828,Quo Vadis,https://www.mountainproject.com/route/106683500/quo-vadis
The Grotto (Sundance Canyon),West Clear Creek|Central Mogollon Rim|Northern Arizona|Arizona,United States,Arizona,34.54897,-111.43362,Tipped Out 2x4s,https://www.mountainproject.com/route/110363467/tipped-out-2x4s
West Face,Big Rock|Rocks of Sharon|Spokane Area|Northeast Corner & Spokane|Washington,United States,Washington,47.57828,-117.28614,Legends of the Fall,https://www.mountainproject.com/route/111858607/legends-of-the-fall
3. Southeast Face,B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.72954,-119.63438,Ephemeron,https://www.mountainproject.com/route/114404271/ephemeron
Things Of Beauty (aka Interstate I-70 Towers),Palisade|Grand Junction Area|Colorado,United States,Colorado,39.11998,-108.38179,Passport to the Golden Age,https://www.mountainproject.com/route/106085190/passport-to-the-golden-age
The Weasel Formation,San Rafael Swell - North|San Rafael Swell|South Central Utah|Utah,United States,Utah,38.97451,-110.73384,"The Worse the Heat, the Better the Beer",https://www.mountainproject.com/route/105718720/the-worse-the-heat-the-better-the-beer
Twin Owls,Lumpy Ridge|Estes Park Valley|Colorado,United States,Colorado,40.4029,-105.5188,Rattler,https://www.mountainproject.com/route/105754507/rattler
Yosemitito,Pueblitos|Jalisco|North America|International,Mexico,Jalisco,20.99588,-103.49167,Noches de psilocibina,https://www.mountainproject.com/route/119143046/noches-de-psilocibina
Angel's Landing,Zion National Park|Southwest Utah|Utah,United States,Utah,37.2693,-112.94804,Lucifer's Ladder,https://www.mountainproject.com/route/106645813/lucifers-ladder
Upper Lead Wall,Allamuchy State Park|a. NorthWest|New Jersey,United States,New Jersey,40.92147,-74.75087,Balls to the Bowls,https://www.mountainproject.com/route/123032780/balls-to-the-bowls
Angel's Landing,Zion National Park|Southwest Utah|Utah,United States,Utah,37.2693,-112.94804,South of Heaven,https://www.mountainproject.com/route/106822406/south-of-heaven
3. Southeast Face,B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.72954,-119.63438,Native Son,https://www.mountainproject.com/route/107968002/native-son
Kingfisher,Fisher Towers|Grand County|Southeast Utah|Utah,United States,Utah,38.72273,-109.30259,Death Of American Democracy,https://www.mountainproject.com/route/105717301/death-of-american-democracy
Big Wall,*Cannon Cliff|New Hampshire,United States,New Hampshire,44.158,-71.68536,Magical Mystery Tour (The Girdle/Traverse of Cannon Cliff),https://www.mountainproject.com/route/109118364/magical-mystery-tour-the-girdletraverse-of-cannon-cliff
Haystack Mountain,Deep Lake Area|Wind River Range|Wyoming,United States,Wyoming,42.73004,-109.17068,Lowe-Spark (North Tower Crack),https://www.mountainproject.com/route/108604076/lowe-spark-north-tower-crack
Aeolian Wall,Mount Wilson|Red Rocks|Southern Nevada|Nevada,United States,Nevada,36.09485,-115.48188,Evolution Arete,https://www.mountainproject.com/route/123400161/evolution-arete
The Titan,Fisher Towers|Grand County|Southeast Utah|Utah,United States,Utah,38.71745,-109.29955,Naked Lunch,https://www.mountainproject.com/route/120549799/naked-lunch
The Netherworld,Fisher Towers|Grand County|Southeast Utah|Utah,United States,Utah,38.71957,-109.29464,Heracles Stumbles,https://www.mountainproject.com/route/120550068/heracles-stumbles
The Scoop,Tunnel Mountain|Banff National Park|Alberta|North America|International,Canada,Alberta,51.17749,-115.55278,Ballista,https://www.mountainproject.com/route/109411723/ballista
Abraham,Zion National Park|Southwest Utah|Utah,United States,Utah,37.2417,-112.98103,Mukuntuweap,https://www.mountainproject.com/route/116129913/mukuntuweap
Baron Spire aka Old Smoothie,The Sawtooth Range|Central Idaho|Idaho,United States,Idaho,44.08542,-115.04384,SE Face,https://www.mountainproject.com/route/113569765/se-face
Castleton Tower,Castle Valley|Grand County|Southeast Utah|Utah,United States,Utah,38.651,-109.3678,The Bjornstad Traverse ( The Girdle of Castleton Tower),https://www.mountainproject.com/route/105717859/the-bjornstad-traverse-the-girdle-of-castleton-tower
1. Jericho Wall,I. Glacier Point Apron|Valley South Side|Yosemite Valley|Yosemite National Park|California,United States,California,37.72519,-119.56381,Epidemia de Opiáceos,https://www.mountainproject.com/route/116233567/epidemia-de-opiaceos
